Open,High,Low,Close,Contact,Open.Int,Rtn..1.Day,Rtn..1.Day.1,Rtn..2.Day,Date,sma20,ema14,dn,mavg,up,pctB,rsi14,macd,signal
5063.4,5073.9,5006,5063.4,465501,25884550,0.0002,-0.0016,-0.0152,2009/11/17,4899.3375,4937.574385,4606.935488,4899.3375,5191.739512,0.7805427,59.30955348,-1.506512255,-2.29697555
5042.7,5082,5035.25,5055.05,400152,25344650,-0.0016,-0.0135,0.0022,2009/11/18,4896.8675,4953.2378,4610.668998,4896.8675,5183.066002,0.776351028,58.66901771,-1.01368638,-2.187675293
5049,5049,4962.1,4986.6,510500,23880900,-0.0135,0.016,0.0244,2009/11/19,4892.6575,4957.686094,4614.45152,4892.6575,5170.86348,0.668836234,53.56221675,-0.237267884,-1.948324328
4961.2,5077.8,4937,5066.25,642993,22432450,0.016,0.0083,0.0041,2009/11/20,4896.1,4972.161281,4611.172225,4896.1,5181.027775,0.798584439,58.12937983,0.409371064,-1.613989403
5072.1,5119.45,5068.35,5108.3,426935,20198050,0.0083,-0.0041,0,2009/11/23,4901.12,4990.31311,4605.165687,4901.12,5197.074313,0.850020241,60.34665586,0.979598514,-1.21005448
5099,5109,5050,5087.25,545324,15076900,-0.0041,0.0041,-0.0161,2009/11/24,4906.57,5003.238029,4601.26816,4906.57,5211.87184,0.795903883,58.67167579,1.524909114,-0.750938233
5083.7,5139.8,5081.1,5108.25,398800,12707850,0.0041,-0.0202,-0.0317,2009/11/25,4919.555,5017.239625,4603.332811,4919.555,5235.777189,0.798358253,59.8684019,1.884764445,-0.251791662
5094.4,5108,4978.15,5005.3,559779,10216600,-0.0202,-0.0118,0.0049,2009/11/26,4928.4925,5015.647675,4613.187232,4928.4925,5243.797768,0.621798631,51.92962022,2.184053226,0.248630455
4918,4960,4801,4946.3,852768,26112950,-0.0118,0.0169,0.0376,2009/11/27,4938.295,5006.401318,4633.758631,4938.295,5242.831369,0.513142929,48.0011942,2.176051767,0.711253512
5003.05,5072.5,4990.1,5029.9,591358,25299700,0.0169,0.0203,0.0177,2009/11/30,4954.4025,5009.534476,4666.734828,4954.4025,5242.070172,0.63122347,53.38254098,2.279940378,1.131970471
5046.1,5139,5046.1,5132.05,412304,26376500,0.0203,-0.0025,0.0001,2009/12/01,4983.0375,5025.869879,4749.43256,4983.0375,5216.64244,0.818941244,58.97001759,2.399463784,1.511209379
5147.7,5154,5103.7,5119,385830,26272400,-0.0025,0.0026,-0.0006,2009/12/02,5003.7275,5038.287229,4800.95327,5003.7275,5206.50173,0.784238534,58.01336988,2.382649061,1.802311261
5140.1,5191.55,5115.05,5132.45,474125,27128850,0.0026,-0.0032,-0.0122,2009/12/03,5021.8025,5050.842265,4842.115579,5021.8025,5201.489421,0.807889688,58.75600916,2.273096187,2.009391831
5090,5169.9,5078.3,5115.85,577449,27146150,-0.0032,-0.009,0.0082,2009/12/04,5038.0875,5059.509963,4888.879609,5038.0875,5187.295391,0.760584408,57.40643133,2.145898524,2.138980721
5135,5135,5051.05,5069.65,468101,26912850,-0.009,0.0174,0.0104,2009/12/07,5046.4125,5060.861968,4910.238402,5046.4125,5182.586598,0.585322761,53.70891106,2.032797948,2.195412813
5057.1,5162.8,5057.1,5157.95,579700,28106600,0.0174,-0.0069,-0.0052,2009/12/08,5060.575,5073.807039,4940.857977,5060.575,5180.292023,0.906688196,59.12748261,1.8319981,2.189549886
5117.7,5151,5090.1,5122.5,495401,28063800,-0.0069,0.0017,-0.0021,2009/12/09,5066.2125,5080.299434,4945.982118,5066.2125,5186.442882,0.734081847,56.27924699,1.415747194,2.104182549
5107,5153.7,5084,5131.2,470264,27385500,0.0017,-0.0038,-0.0046,2009/12/10,5075.1175,5087.086176,4963.654788,5075.1175,5186.580212,0.751575162,56.82887341,1.158258358,1.991094393
5166,5188,5081.25,5111.6,568220,27107700,-0.0038,-0.0008,-0.0157,2009/12/11,5080.565,5090.354686,4973.22851,5080.565,5187.90149,0.64456873,55.14688704,0.901033311,1.837882496
5105,5167.5,5090.5,5107.4,529645,27097700,-0.0008,-0.0149,-0.0131,2009/12/14,5082.8125,5092.627394,4975.205298,5082.8125,5190.419702,0.614246536,54.7727798,0.825808665,1.663031927
5111.25,5125,5017.1,5031.25,491061,26935950,-0.0149,0.0019,0.001,2009/12/15,5081.205,5084.443742,4971.544876,5081.205,5190.865124,0.272228054,48.36625031,0.867529472,1.494685306
5019.4,5072,5004,5040.7,550623,25309300,0.0019,-0.0008,-0.0107,2009/12/16,5080.4875,5078.611243,4969.967828,5080.4875,5191.007172,0.319998108,49.16094823,0.758206227,1.3263642
5035,5068,5008.3,5036.45,521944,24240400,-0.0008,-0.0099,-0.0175,2009/12/17,5082.98,5072.989744,4978.986561,5082.98,5186.973439,0.276283964,48.79719648,0.580614245,1.152443724
5018,5049,4972.1,4986.8,497402,24514750,-0.0099,-0.0077,0.0005,2009/12/18,5079.0075,5061.497778,4967.000124,5079.0075,5191.014876,0.088386483,44.64154554,0.33760303,0.964088733
4990,4995.6,4937.15,4948.55,408898,23912550,-0.0077,0.0083,0.0421,2009/12/21,5071.02,5046.438074,4946.429979,5071.02,5195.610021,0.00850799,41.69555836,0.076400118,0.769022291
4967.1,4999.9,4967.1,4989.5,328718,22667100,0.0083,0.0335,0.0393,2009/12/22,5066.1325,5038.846331,4936.890315,5066.1325,5195.374685,0.203531396,45.8179938,-0.076043775,0.603267739
4993,5161.9,4993,5156.85,693632,20602350,0.0335,0.0055,0.0072,2009/12/23,5068.5625,5054.580154,4934.506247,5068.5625,5202.618753,0.829292734,58.67684541,-0.003534853,0.474179604
5159.95,5209.95,5136.4,5185.4,439519,18898050,0.0055,0.0017,-0.0032,2009/12/24,5077.5675,5072.0228,4937.651488,5077.5675,5217.483512,0.885347248,60.40336101,-0.057259832,0.367702589
5191.05,5224.8,5175,5194.15,341840,14898050,0.0017,-0.0049,0.0016,2009/12/29,5089.96,5088.306426,4954.925713,5089.96,5224.994287,0.885790907,60.94197048,-0.09676116,0.26519483
5185,5198.7,5155,5168.55,355174,12539150,-0.0049,0.0065,0.0138,2009/12/30,5096.8925,5099.00557,4960.672614,5096.8925,5233.112386,0.763021436,58.43745591,-0.112852149,0.156263539
5193.1,5229,5191.2,5202.3,400849,9671000,0.0065,0.0072,0.0152,2009/12/31,5100.405,5112.77816,4957.291601,5100.405,5243.518399,0.855993921,60.72884699,-0.035293989,0.068096848
5225,5247,5210,5239.8,237231,23014150,0.0072,0.0079,0.0093,2010/01/04,5106.445,5129.714406,4951.034071,5106.445,5261.855929,0.929039968,63.15919455,0.066140911,0.010933145
5280,5295,5263.05,5281.2,339132,24064400,0.0079,0.0014,-0.0028,2010/01/05,5113.8825,5149.912485,4940.955055,5113.8825,5286.809945,0.983779483,65.68409331,0.343950456,0.011638414
5303.25,5303.25,5266.25,5288.7,295156,24499250,0.0014,-0.0042,-0.0074,2010/01/06,5122.525,5168.417487,4933.536674,5122.525,5311.513326,0.939643557,66.13687359,0.534250686,0.0625107
5293,5293,5245.15,5266.35,325130,24391400,-0.0042,-0.0032,-0.0019,2010/01/07,5132.36,5181.475155,4935.109774,5132.36,5329.610226,0.839644732,63.45013432,0.666604876,0.145027216
5270.5,5286,5236.4,5249.45,277090,24155600,-0.0032,0.0013,-0.0077,2010/01/08,5136.935,5190.538468,4933.379177,5136.935,5340.490823,0.776373818,61.41836692,0.927392179,0.248463553
5275,5295,5248.15,5256.1,250924,25060800,0.0013,-0.009,-0.0025,2010/01/11,5143.615,5199.280006,4933.722482,5143.615,5353.507518,0.767958575,61.93488815,1.332481721,0.402879281
5260,5285,5200,5208.9,444487,24926250,-0.009,0.0065,0.0101,2010/01/12,5147.5,5200.562671,4935.801875,5147.5,5359.198125,0.645017817,56.18531712,1.619936774,0.593623496
5183.35,5248.4,5176.1,5243,439178,24910950,0.0065,0.0035,0.0022,2010/01/13,5154.07,5206.220982,4939.105528,5154.07,5369.034472,0.706848134,59.13673189,1.67548458,0.792327577
5260,5275,5244,5261.3,283045,24605000,0.0035,-0.0013,0.0019,2010/01/14,5161.765,5213.564851,4943.048496,5161.765,5380.481504,0.727543414,60.66795507,1.687850977,0.983788129
5268,5271.9,5245.05,5254.4,227625,24795450,-0.0013,0.0032,-0.0064,2010/01/15,5172.9225,5219.009538,4959.267719,5172.9225,5386.577281,0.690675583,59.7586928,1.645108293,1.159228949
5239,5290,5232,5271.15,321656,24276000,0.0032,-0.0096,-0.0107,2010/01/18,5184.445,5225.961599,4975.757521,5184.445,5393.132479,0.707738865,61.27595599,1.724997216,1.312678589
5260.5,5274.95,5212.35,5220.7,358642,24038100,-0.0096,-0.0011,-0.0261,2010/01/19,5193.6575,5225.260053,4995.937081,5193.6575,5391.377919,0.568385704,54.59864299,1.680311368,1.440018665
5233.9,5247,5195.05,5214.75,366961,23854450,-0.0011,-0.025,-0.0374,2010/01/20,5205.055,5223.858712,5031.547865,5205.055,5378.562135,0.527938332,53.85328601,1.576730228,1.541143704
5192.65,5207,5072.65,5084.55,766028,25278400,-0.025,-0.0128,-0.0162,2010/01/21,5211.855,5205.284217,5071.622714,5211.855,5352.087286,0.046092401,40.74523767,1.280128037,1.580336577
4990,5074,4946.2,5019.65,875232,24998800,-0.0128,-0.0035,-0.0342,2010/01/22,5213.3625,5180.532988,5082.380796,5213.3625,5344.344204,-0.239463962,36.03666944,0.912245301,1.533643642
4996,5039,4976,5002.05,517500,21691600,-0.0035,-0.0308,-0.027,2010/01/25,5205.6225,5156.735257,5046.850845,5205.6225,5364.394155,-0.141085778,34.8601636,0.507703433,1.410062159
4933.7,4963.8,4832.6,4848.15,873389,15890400,-0.0308,0.0039,0.0057,2010/01/27,5188.76,5115.590556,4966.169365,5188.76,5411.350635,-0.265104068,26.66292078,0.003555125,1.22429222
4902.1,4935,4823.1,4867.2,750753,8826150,0.0039,0.0017,0.0066,2010/01/28,5172.4125,5082.471815,4909.444852,5172.4125,5435.380148,-0.080323288,28.89186257,-0.499292433,0.981276285
4826.15,4889.9,4757.85,4875.65,801539,29923300,0.0017,0.0049,-0.0111,2010/01/29,5157.7675,5054.895573,4864.672477,5157.7675,5450.862523,0.0187269,29.90947139,-0.956283591,0.692232743
4847.3,4924,4822.25,4899.45,469019,29896500,0.0049,-0.0159,0.0054,2010/02/01,5142.625,5034.169497,4829.676972,5142.625,5455.573028,0.111477022,32.82536586,-1.476456877,0.336515621
4937.25,4939.6,4807.05,4821.75,649259,32216250,-0.0159,0.0216,0.0025,2010/02/02,5121.7225,5005.846897,4782.764733,5121.7225,5460.680267,0.057507558,28.63679706,-2.065674014,-0.079704977
4844.5,4949.9,4844.5,4925.8,652948,29924950,0.0216,-0.0187,-0.0442,2010/02/03,5103.9525,4995.173977,4763.042268,5103.9525,5444.862732,0.238710541,39.72797365,-2.429894312,-0.524885481
4904.7,4908.65,4824,4833.6,541234,30668050,-0.0187,-0.0259,-0.0174,2010/02/04,5081.1975,4973.63078,4731.997853,5081.1975,5430.397147,0.145478594,34.5968409,-2.884615746,-0.987634791
4731.1,4754.8,4687,4708.25,709784,31376300,-0.0259,0.0087,0.012,2010/02/05,5053.2925,4938.246676,4679.411081,5053.2925,5427.173919,0.038566932,29.09494384,-3.366399334,-1.46303975
4725,4769.8,4725,4749.35,83641,31349800,0.0087,0.0033,0.0093,2010/02/06,5028.2875,4913.060453,4643.492787,5028.2875,5413.082213,0.137550243,32.86483033,-3.823104913,-1.944240677
4723.7,4806.6,4667.25,4764.9,726065,31265550,0.0033,0.006,-0.0029,2010/02/08,5003.7275,4893.305726,4617.529255,5003.7275,5389.925745,0.190796757,34.28836034,-4.029625657,-2.392371875
4754,4818,4735,4793.35,541224,29230200,0.006,-0.0088,0.0074,2010/02/09,4982.95,4879.978296,4598.43101,4982.95,5367.46899,0.25345821,36.92359929,-4.076769223,-2.789869297
4814.65,4823.7,4740.1,4751.15,683590,29873700,-0.0088,0.0164,0.0094,2010/02/10,4958.3575,4862.80119,4580.658232,4958.3575,5336.056768,0.225697774,34.70064704,-4.103686636,-3.139580746
4785.65,4849,4782,4828.85,539595,28537150,0.0164,-0.0069,0.0075,2010/02/11,4936.735,4858.274364,4582.071478,4936.735,5291.398522,0.347905137,41.6645385,-3.797156807,-3.397436294
4837.9,4840,4777.05,4795.7,395869,28928050,-0.0069,0.0145,0.0232,2010/02/15,4913.8,4849.931116,4585.961441,4913.8,5241.638559,0.319880858,39.71836448,-3.567589203,-3.564315759
4807.9,4893.5,4788,4865.2,418996,28665850,0.0145,0.0085,0.0044,2010/02/16,4893.5025,4851.966967,4609.314614,4893.5025,5177.690386,0.450204598,45.4693434,-3.298660095,-3.660845291
4907.9,4927.9,4878.05,4906.75,519822,27289650,0.0085,-0.0041,-0.0124,2010/02/17,4877.805,4859.271371,4636.142908,4877.805,5119.467092,0.55988734,48.62492986,-3.024551433,-3.6763937
4903.5,4914.8,4873.05,4886.8,393585,26499000,-0.0041,-0.0084,-0.0062,2010/02/18,4861.4075,4862.941855,4675.303093,4861.4075,5047.511907,0.568221114,47.21222835,-2.672319376,-3.599273705
4840.35,4884.95,4797.35,4845.95,598623,24762400,-0.0084,0.0022,0.0051,2010/02/19,4849.4775,4860.676275,4694.059282,4849.4775,5004.895718,0.488651588,44.36965722,-2.505961456,-3.452924432
4905.3,4917,4849,4856.6,448882,22727400,0.0022,0.0029,0.0011,2010/02/22,4841.325,4860.132771,4706.761337,4841.325,4975.888663,0.556757521,45.29442075,-2.158486438,-3.245020074
4832.3,4889,4830,4870.55,447683,20702050,0.0029,-0.0018,-0.0021,2010/02/23,4834.75,4861.521735,4721.001277,4834.75,4948.498723,0.657364404,46.54783193,-1.588157121,-2.968507618
4846.1,4884,4842.3,4862,469390,14860050,-0.0018,-0.0004,0.0141,2010/02/24,4835.4425,4861.585504,4721.208292,4835.4425,4949.676708,0.61624145,45.85437528,-1.079318671,-2.632466733
4870,4875.25,4832.2,4860.1,457079,10249050,-0.0004,0.0145,0.0335,2010/02/25,4835.0875,4861.387437,4721.206681,4835.0875,4948.968319,0.609818757,45.69147299,-0.635115512,-2.281128812
4867,5002.4,4865.2,4930.35,867170,22638250,0.0145,0.0188,0.0306,2010/02/26,4837.8225,4870.582445,4717.719022,4837.8225,4957.925978,0.885199086,52.42174106,-0.176902692,-1.904385866
4979.9,5034.7,4967.05,5022.8,418218,22929500,0.0188,0.0116,0.0116,2010/03/02,4843.99,4890.878119,4701.314008,4843.99,4986.665992,1.126629603,59.52971563,0.337541275,-1.500363492
5032.3,5089,5024.85,5081.1,390261,25068950,0.0116,0,0.0013,2010/03/03,4856.9575,4916.241036,4681.375265,4856.9575,5032.539735,1.138283537,63.25751218,0.720990236,-1.084192195
5072,5090,5050.3,5081.25,385222,24855900,0,0.0012,0.0071,2010/03/04,4864.73,4938.242232,4665.478798,4864.73,5063.981202,1.043334239,63.26688739,1.146904698,-0.659833965
5100,5116.8,5065.35,5087.55,381255,25337150,0.0012,0.0059,0.0019,2010/03/05,4877.4275,4958.149934,4656.538228,4877.4275,5098.316772,0.975628577,63.68599031,1.335915397,-0.232958759
5133.6,5145,5105.2,5117.5,321358,25891600,0.0059,-0.004,0.0001,2010/03/08,4897.89,4979.39661,4667.84659,4897.89,5127.93341,0.977322953,65.69010818,1.495715057,0.173063629
5121,5124.7,5092.2,5097.05,272796,26038100,-0.004,0.0042,0.0098,2010/03/09,4915.275,4995.083728,4680.261952,4915.275,5150.288048,0.886733847,63.12825628,1.67712298,0.53587253
5097,5139.6,5095.65,5118.25,352466,26201750,0.0042,0.0056,0.0052,2010/03/10,4932.9425,5011.505898,4692.734648,4932.9425,5173.150352,0.885723236,64.66664522,1.965453892,0.874180592
5118.9,5160.9,5102.6,5146.85,374432,25295200,0.0056,-0.0004,-0.0029,2010/03/11,4950.6175,5029.551778,4702.214078,4950.6175,5199.020922,0.894987513,66.6860065,2.198172332,1.188990353
5168.8,5168.8,5126.15,5144.7,322966,25155500,-0.0004,-0.0025,0.0117,2010/03/12,4970.295,5044.904874,4725.894528,4970.295,5214.695472,0.856801684,66.37888078,2.487438789,1.485028295
5122.2,5136.25,5105.5,5131.9,303792,24478650,-0.0025,0.0142,0.021,2010/03/15,4985.4475,5056.504224,4740.426898,4985.4475,5230.468102,0.798857522,64.47504569,2.704939072,1.748072495
5134.95,5218.5,5128.15,5204.65,412668,23631150,0.0142,0.0067,0.0095,2010/03/16,5005.895,5076.256995,4759.375591,5005.895,5252.414409,0.903122417,69.78020705,2.888708853,1.988930119
5224.4,5271.9,5222.1,5239.6,457861,22358300,0.0067,0.0028,0.0067,2010/03/17,5024.615,5098.036062,4767.059852,5024.615,5282.170148,0.917357218,71.94758287,3.016814595,2.196697885
5244,5263.7,5221.4,5254.15,329532,22351300,0.0028,0.0039,-0.0078,2010/03/18,5041.985,5118.851254,4772.009782,5041.985,5311.960218,0.892934214,72.82149701,3.014694532,2.3832289
5255.25,5281.9,5248.1,5274.7,307568,22058050,0.0039,-0.0116,-0.0091,2010/03/19,5061.38,5139.631087,4783.17732,5061.38,5339.58268,0.883389548,74.05106226,2.9560477,2.545488083
5200.3,5259.9,5180,5213.3,501880,18385000,-0.0116,0.0026,0.0091,2010/03/22,5079.7475,5149.453608,4812.574913,5079.7475,5346.920087,0.749936757,64.64132445,2.810930697,2.671466718
5234.7,5241.9,5193.6,5226.7,506229,16002250,0.0026,0.0065,0.0134,2010/03/23,5098.2525,5159.753127,4844.537113,5098.2525,5351.967887,0.753133051,65.66669984,2.72891427,2.756295649
5214.95,5263.9,5204,5260.65,425382,11940200,0.0065,0.0069,0.0111,2010/03/25,5117.7575,5173.206044,4877.435588,5117.7575,5358.079412,0.797293948,68.18409207,2.601637446,2.801125106
5276,5309.9,5272.6,5296.95,319179,23105900,0.0069,0.0041,-0.0044,2010/03/26,5139.505,5189.705238,4917.688822,5139.505,5361.321178,0.854899722,70.66111733,2.594164339,2.812983501
5291.5,5344,5279.4,5318.8,324657,23903150,0.0041,-0.0084,-0.0108,2010/03/29,5162.44,5206.917873,4967.724134,5162.44,5357.155866,0.901508113,72.07065401,2.603063889,2.801664036
5324.9,5331,5263.25,5273.9,354455,23403450,-0.0084,-0.0023,0.0062,2010/03/30,5179.6175,5215.848823,5010.959517,5179.6175,5348.275483,0.779507967,65.14452877,2.511282992,2.759727829
5279,5296.1,5245,5261.6,436749,23338700,-0.0023,0.0086,0.0198,2010/03/31,5191.5575,5221.94898,5035.669267,5191.5575,5347.445733,0.724656148,63.34850652,2.381582317,2.689146465
5286.1,5319.75,5276.05,5306.8,269589,23768900,0.0086,0.0111,0.0114,2010/04/01,5202.8425,5233.262449,5047.898216,5202.8425,5357.786784,0.83546736,66.95404458,2.320264555,2.611987578
5329.8,5371.6,5322.5,5365.9,294826,25414250,0.0111,0.0002,0.0024,2010/04/05,5217.075,5250.947456,5057.206061,5217.075,5376.943939,0.965459399,70.97463495,2.202907656,2.528305351
5376,5387,5352.25,5367.1,237614,25015800,0.0002,0.0022,-0.0122,2010/04/06,5231.0525,5266.434462,5070.047064,5231.0525,5392.057936,0.922493498,71.05164968,2.024730196,2.44094974
5380,5398,5343.3,5378.95,313906,25244350,0.0022,-0.0144,-0.0026,2010/04/07,5244.125,5281.436534,5079.701493,5244.125,5408.548507,0.909993081,71.84608167,1.833199522,2.341425879
5368,5370,5290.1,5301.6,465534,24888050,-0.0144,0.0119,0.008,2010/04/08,5254.3525,5284.124996,5102.856142,5254.3525,5405.848858,0.655936092,60.2274713,1.597334451,2.229836657
5307.1,5388.9,5307.1,5364.9,376547,24959700,0.0119,-0.0039,-0.0066,2010/04/09,5266.685,5294.894996,5121.488044,5266.685,5411.881956,0.838213013,65.18880169,1.583283303,2.117516542
5363.8,5377.8,5322.45,5343.8,345907,25854150,-0.0039,-0.0027,-0.0124,2010/04/12,5276.5325,5301.415664,5138.650223,5276.5325,5414.414777,0.743930915,62.39479935,1.573632322,2.003135257
5328.75,5338,5308,5329.6,283767,26097100,-0.0027,-0.0098,-0.0125,2010/04/13,5285.7775,5305.173575,5160.250959,5285.7775,5411.304041,0.674554718,60.51501728,1.498232211,1.890574059
5372.25,5377.5,5268.15,5277.3,403840,25698000,-0.0098,-0.0027,-0.0132,2010/04/15,5293.0475,5301.457098,5189.008,5293.0475,5397.087,0.424319609,54.05554036,1.326095836,1.773297783
5264.9,5294.8,5246,5263.05,407371,25576400,-0.0027,-0.0106,-0.0069,2010/04/16,5295.9675,5296.336152,5198.976478,5295.9675,5392.958522,0.330306458,52.41389815,1.129937306,1.6410392
5200,5226,5162.3,5207.4,600760,25667550,-0.0106,0.0037,0.0072,2010/04/19,5294.3575,5284.477998,5192.719558,5294.3575,5395.995442,0.0722193,46.47758459,0.94313638,1.501064614
5217,5255.5,5207.95,5226.65,458626,26515300,0.0037,0.0035,0.0074,2010/04/20,5292.9825,5276.767599,5188.501682,5292.9825,5397.463318,0.182561347,48.64433543,0.807974069,1.365869489
5245,5265,5230.1,5245.15,300802,26965200,0.0035,0.0039,0.0114,2010/04/21,5291.505,5272.551919,5185.211779,5291.505,5397.798221,0.281947525,50.70953426,0.638241375,1.233096361
5220,5341.7,5217.05,5265.4,820596,25981200,0.0039,0.0075,0.0104,2010/04/22,5294.11,5271.59833,5193.193229,5294.11,5395.026771,0.357754069,52.9403328,0.390997117,1.09905888
5269,5315,5265.25,5305,453873,24850700,0.0075,0.0028,0.0008,2010/04/23,5298.025,5276.051886,5201.911616,5298.025,5394.138384,0.536285269,57.0354173,0.166553108,0.941644414
5346.8,5346.8,5310,5319.9,275312,22371000,0.0028,-0.002,-0.0194,2010/04/26,5300.9875,5281.898301,5206.019074,5300.9875,5395.955926,0.599572568,58.49877566,-0.010467515,0.765633321
5304.8,5333.9,5298.9,5309.05,363997,17552100,-0.002,-0.0174,-0.0104,2010/04/27,5301.5925,5285.518527,5206.58051,5301.5925,5396.60449,0.539245047,56.97694132,-0.049215496,0.593694687
5252.25,5276.95,5198,5216.7,559203,12836400,-0.0174,0.0072,0.0088,2010/04/28,5296.4875,5276.342724,5194.973157,5296.4875,5398.001843,0.107013662,46.00634615,-0.255488531,0.41796309
5233.3,5257.45,5225.15,5254.1,362281,7909150,0.0072,0.0017,-0.0068,2010/04/29,5295.4975,5273.377027,5192.742731,5295.4975,5398.252269,0.29856166,50.18921129,-0.381890215,0.249982255
5263.8,5290,5252,5262.8,309114,25426150,0.0017,-0.0084,-0.023,2010/04/30,5295.5575,5271.966757,5192.880603,5295.5575,5398.234397,0.340482617,51.13749696,-0.522962298,0.087082402
5235,5245,5202.35,5218.45,262527,26379700,-0.0084,-0.0147,-0.0188,2010/05/03,5291.14,5264.831189,5183.3053,5291.14,5398.9747,0.162956359,46.29863723,-0.60970083,-0.070437032
5224,5238,5128.15,5141.85,438024,27869350,-0.0147,-0.0042,-0.0106,2010/05/04,5279.9375,5248.433697,5159.662699,5279.9375,5400.212301,-0.074050002,39.36944394,-0.714868553,-0.220782579
5071.55,5133,5053,5120.15,559356,28285100,-0.0042,-0.0064,-0.0196,2010/05/05,5267.59,5231.329204,5135.517544,5267.59,5399.662456,-0.05817846,37.6503518,-0.724708959,-0.344749921
5112.35,5114.5,5025,5087.15,614194,29298100,-0.0064,-0.0132,0.0222,2010/05/06,5253,5212.105311,5109.392305,5253,5396.607695,-0.077441203,35.13759317,-0.777461712,-0.449640457
5016,5043,4976.1,5019.8,687120,29604900,-0.0132,0.0359,0.0225,2010/05/07,5238.91,5186.464602,5065.03328,5238.91,5412.78672,-0.130072849,30.64272046,-0.950124482,-0.554046786
5080,5208.3,5080,5200.25,582056,27012850,0.0359,-0.0129,-0.0096,2010/05/10,5230.6775,5188.302655,5066.098521,5230.6775,5395.256479,0.40755958,49.34113589,-1.008933509,-0.660682121
5191.25,5191.25,5122,5132.95,511768,26779050,-0.0129,0.0034,0.0088,2010/05/11,5220.135,5180.922301,5058.913239,5220.135,5381.356761,0.229611562,44.52038664,-1.155924247,-0.760730534
5131.3,5174.4,5088.25,5150.2,581001,27492350,0.0034,0.0054,-0.0129,2010/05/12,5211.165,5176.825995,5055.433577,5211.165,5366.896423,0.304262368,45.97732181,-1.269252331,-0.859326324
5185.5,5218,5165.4,5178.15,421952,26719900,0.0054,-0.0182,-0.0232,2010/05/13,5206.2075,5177.002529,5052.919538,5206.2075,5359.495462,0.408481072,48.34434271,-1.340560519,-0.950170571
5163.2,5202,5058.2,5083.65,558631,28138150,-0.0182,-0.005,-0.004,2010/05/14,5197.2375,5164.555525,5037.446355,5197.2375,5357.028645,0.14457511,41.69280873,-1.338302963,-1.031126364
5017.7,5074.8,4962.2,5058.05,699881,29528400,-0.005,0.0011,-0.0267,2010/05/17,5189.77,5150.354788,5018.994907,5189.77,5360.545093,0.114346572,40.08387309,-1.474372047,-1.115515641
5055.55,5107.6,5017.95,5063.4,554497,28657850,0.0011,-0.0277,-0.0242,2010/05/18,5181.6075,5138.760816,5003.227357,5181.6075,5359.987643,0.168664072,40.59977144,-1.574149261,-1.209897897
5006.35,5019.7,4901,4922.9,833075,29169650,-0.0277,0.0037,0.0011,2010/05/19,5165.495,5109.979374,4957.265778,5165.495,5373.724222,-0.082519105,32.64917307,-1.74179387,-1.317045914
4946.25,4976.9,4915.25,4941.05,638039,28596000,0.0037,-0.0026,-0.002,2010/05/20,5149.2775,5087.455458,4924.808595,5149.2775,5373.746405,0.036177406,34.43537597,-1.781419221,-1.409411997
4851,4943.7,4851,4928.4,699381,29674000,-0.0026,0.0005,-0.0242,2010/05/21,5130.4475,5066.248063,4898.33656,5130.4475,5362.55844,0.064760929,33.76328034,-1.835678717,-1.501272575
4990,5023,4910.55,4931.05,594739,27817700,0.0005,-0.0247,-0.0028,2010/05/24,5111.005,5048.221655,4880.490645,5111.005,5341.519355,0.109666392,34.05365386,-1.844880569,-1.577823278
4862.7,4875,4786.45,4809.35,756937,23695050,-0.0247,0.0224,0.0405,2010/05/25,5086.02,5016.372101,4839.049049,5086.02,5332.990951,-0.060126605,27.98591256,-1.893810615,-1.647218643
4855.3,4925,4854.85,4917.05,565020,18807700,0.0224,0.0177,0.0252,2010/05/26,5071.0375,5003.129154,4821.254657,5071.0375,5320.820343,0.191757252,38.43970432,-2.126647027,-1.734561588
4916,5004.45,4900.6,5004,518450,13453250,0.0177,0.0074,0.0104,2010/05/27,5058.5325,5003.245267,4821.96877,5058.5325,5295.09623,0.384740361,45.33854531,-2.159295186,-1.825782946
5025,5054.65,4996,5041,462671,25924550,0.0074,0.003,-0.0192,2010/05/28,5047.4425,5008.279231,4830.217084,5047.4425,5264.667916,0.485170934,48.00862113,-2.172148392,-1.903313651
5035.15,5071.7,5015.3,5056.2,401688,26160400,0.003,-0.0222,-0.0103,2010/05/31,5039.33,5014.668667,4836.622683,5039.33,5242.037317,0.541611719,49.10842402,-2.187884346,-1.971506438
5045,5049.75,4933.5,4944.05,570536,28300050,-0.0222,0.0122,0.0307,2010/06/01,5029.44,5005.252845,4828.411162,5029.44,5230.468838,0.287617535,42.04189458,-2.138517496,-2.015586841
4955,5019.9,4941.1,5004.35,593696,28493900,0.0122,0.0183,0.0231,2010/06/02,5023.65,5005.132466,4826.77761,5023.65,5220.52239,0.450983477,46.49958633,-2.000437148,-2.039922166
5070,5108.8,5061.55,5095.95,470355,28223300,0.0183,0.0047,-0.0149,2010/06/03,5024.09,5017.24147,4826.613491,5024.09,5221.566509,0.681945692,52.47882474,-1.856890151,-2.042278992
5090.6,5134.9,5070.6,5119.95,358939,27950900,0.0047,-0.0195,-0.0311,2010/06/04,5029.0975,5030.935941,4827.278724,5029.0975,5230.916276,0.725084359,53.93158014,-1.431879491,-1.996389984
